collection_slug,identifier,event_type,order_hash,chain,protocol_address,closing_date,closing_date_iso,quantity,seller,buyer,payment_quantity,payment_token,payment_decimals,payment_symbol,payment_symbol_amount,transaction_hash,event_timestamp,event_timestamp_iso
pudgypenguins,787,sale,,ethereum,,1740965771,2025-03-03T01:36:11+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x72795f977a732047635282191fb704fa21968abf,9900000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.9,0xe47a73f041fdf3f23eb07b4b9db6473178d37e7ddb577c5bac0fcd7c20ae9e91,1740965771,2025-03-03 01:36:11+00:00
pudgypenguins,787,sale,,ethereum,,1738440263,2025-02-01T20:04:23+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0xf76246b0842c92ad5bd745973ca9eb85b937b126,11190000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,11.19,0xa29b922c02ec3852af68c9b99777bf7d6364f4dfc8f5b396fd2b0b38d108d7f2,1738440263,2025-02-01 20:04:23+00:00
pudgypenguins,787,sale,,ethereum,,1734448415,2024-12-17T15:13:35+00:00Z,1,0xfa224ac315e893d3a22035e0984b5745388bf8dc,0x15b383b0e83a1311a006567f6b330fba7ec26d88,15600000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,15.6,0x4a84c8e9fc21848b0fa80bf3c5bf8e5a2c88595465f8ae1eb7e603a017e5c222,1734448415,2024-12-17 15:13:35+00:00
pudgypenguins,787,sale,,ethereum,,1734446555,2024-12-17T14:42:35+00:00Z,1,0xc7353f0b88a76805d0d4f0bf95b94dbd93638bcc,0xfa224ac315e893d3a22035e0984b5745388bf8dc,18250000000000000000,0x0000000000000000000000000000000000000000,18,ETH,18.25,0x5837586b6dbb5406b32b30cb4a516a7e36c0f672376708356534435cde60b0e4,1734446555,2024-12-17 14:42:35+00:00
pudgypenguins,1036,sale,,ethereum,,1741663187,2025-03-11T03:19:47+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x047b647f31d83d0c608c1571bb04a82f1d5962d4,8370000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.37,0xb2e738224b84d1531fec368eaf5ff685890eeaeb3529242abb95a104d56e4228,1741663187,2025-03-11 03:19:47+00:00
pudgypenguins,1036,sale,,ethereum,,1741653563,2025-03-11T00:39:23+00:00Z,1,0xaa4db8b2c85f1acc3ab33a678242b52a9d55a9e0,0x515a6c0e816f1096a5eaaf2b0516b9738c137c8c,8300000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.3,0x8fc56f3e9e5f4dc3b350185783bef32b0766ac438fc9f57c39141bc352acd1fc,1741653563,2025-03-11 00:39:23+00:00
pudgypenguins,1036,sale,,ethereum,,1733674103,2024-12-08T16:08:23+00:00Z,1,0x94fcd578be23aa17e4d66883be7e5d3f754cabee,0x1ea27bce786a81022dfc156059771e8d3279a9a6,21000000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,21.0,0x242fcbde29ad8e041de2f82202fab0df7d55cb54db8aa60c4f875f8f9f533e82,1733674103,2024-12-08 16:08:23+00:00
pudgypenguins,1055,sale,,ethereum,,1743154247,2025-03-28T09:30:47+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x1992a41693310eb9434b5e3ecb564f4739fcc677,9820000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.82,0xf02b86042879cb4a1f414edf64a69de30ef4816d7c030b8e143233ad2f3e25c3,1743154247,2025-03-28 09:30:47+00:00
pudgypenguins,1055,sale,0xe9b4002859e09980f59f574ce3ced6c9233d355df4e410f0359cd3ff4ef3a078,ethereum,0x0000000000000068f116a894984e2db1123eb395,1739845835,2025-02-18T02:30:35+00:00Z,1,0x922197fd26290e3af3da0c35e7f4f299d95e8741,0x047b647f31d83d0c608c1571bb04a82f1d5962d4,8648400000000000000,0x0000000000000000000000000000000000000000,18,ETH,8.6484,0x0ecfad93dd80973791597b4d10e30025965cf19c6377306bdb0b25d531bcb7ea,1739845835,2025-02-18 02:30:35+00:00
pudgypenguins,1055,sale,0x968b61808b04ca2f100d6343cdc4871b298397c8807bd702e7a83bcb80480dd7,ethereum,0x0000000000000068f116a894984e2db1123eb395,1739616635,2025-02-15T10:50:35+00:00Z,1,0x54ecc92c9407b74138fcf45e284425139687ca56,0x922197fd26290e3af3da0c35e7f4f299d95e8741,9800000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.8,0xd4955028dd86309fb056feee84df3a725e0c17968e6dcdf89b6bce99770f6ff4,1739616635,2025-02-15 10:50:35+00:00
pudgypenguins,1055,sale,0xaaeec08d8545d9834c8cd2137dc823f68fd94b33e6ad85db13de3d84d41130fe,ethereum,0x0000000000000068f116a894984e2db1123eb395,1739615135,2025-02-15T10:25:35+00:00Z,1,0x26da8b7c03698371aecb4307b7de31068dbcab1d,0x54ecc92c9407b74138fcf45e284425139687ca56,9910000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.91,0x550dd5b6e48ef2bfddc9a42bed391a1b01f1f1a18bff58dc62385b98167c0044,1739615135,2025-02-15 10:25:35+00:00
pudgypenguins,1055,sale,,ethereum,,1739615087,2025-02-15T10:24:47+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x26da8b7c03698371aecb4307b7de31068dbcab1d,9850000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.85,0x8e99f65420727cab9932c1c5f674ca5c6064bfaab41ca21cfdf51d31dc412c4a,1739615087,2025-02-15 10:24:47+00:00
pudgypenguins,1055,sale,,ethereum,,1738563467,2025-02-03T06:17:47+00:00Z,1,0x5b468edb7688e9ae6c1fa5a6d2debbef06e92907,0x29469395eaf6f95920e59f858042f0e28d98a20b,9648733200000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.6487332,0x49a6a18d2519d7f041ead7a3e8227bf8a59b033ac8797348ef886446f3fb8ce0,1738563467,2025-02-03 06:17:47+00:00
pudgypenguins,1055,sale,0x568d49ca64b82fa21be0319123b950c73bab7bfccfea5bfc79e85b6055086cea,ethereum,0x0000000000000068f116a894984e2db1123eb395,1738555151,2025-02-03T03:59:11+00:00Z,1,0xe0cb34b700f7cf942aa9a233d22a173977f8f9c4,0x5b468edb7688e9ae6c1fa5a6d2debbef06e92907,9400000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.4,0xd47328d0504cc7e234691528d5b7574d2b3283d6f9faf9932b50e28136ffdd6e,1738555151,2025-02-03 03:59:11+00:00
pudgypenguins,1055,sale,,ethereum,,1734472379,2024-12-17T21:52:59+00:00Z,1,0x4a98018615e5f9e928352c88e3580c4cc1ec1743,0xe33e31e143b15640e899750c45a7ab8ec04c56e5,16100000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,16.1,0xc81b5d5ce4c2942648f5cb12143533c87b71315edbc5e57adb03f15908091f37,1734472379,2024-12-17 21:52:59+00:00
pudgypenguins,1115,sale,,ethereum,,1741574771,2025-03-10T02:46:11+00:00Z,1,0x1ea27bce786a81022dfc156059771e8d3279a9a6,0x047b647f31d83d0c608c1571bb04a82f1d5962d4,9100000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.1,0x071ae8e74cdd6017df93204ce59c810b20eb996222b4335c485439883b4ae7d1,1741574771,2025-03-10 02:46:11+00:00
pudgypenguins,1115,sale,,ethereum,,1741574279,2025-03-10T02:37:59+00:00Z,1,0xc8787ad282dff186fc24622f1378a8ff956a328a,0x1ea27bce786a81022dfc156059771e8d3279a9a6,9110000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.11,0x2d8786cf2d185e9f97a4140c131fdeba5c67f41a7122ecc45ab9362e1d617d68,1741574279,2025-03-10 02:37:59+00:00
pudgypenguins,1115,sale,,ethereum,,1728895583,2024-10-14T08:46:23+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0xe5d73ce939cc894d350442248b79950fa5ece913,8750000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.75,0x9c17a850ebdf1672ff3f3d8e045745ba07bd1ec256eed5c80c16a2fb84209733,1728895583,2024-10-14 08:46:23+00:00
pudgypenguins,1115,sale,,ethereum,,1722701723,2024-08-03T16:15:23+00:00Z,1,0x27af137aaef7bd85ae84be841fdd8cbb8e79d3f7,0x0411c921fc234bf8e98b2ebfe359ff9121c45280,8680000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.68,0xe768876ae130358687c3ea0c98a5de57e8d403d0b117893a58fdb61059321420,1722701723,2024-08-03 16:15:23+00:00
pudgypenguins,1115,sale,,ethereum,,1719705875,2024-06-30T00:04:35+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0xf5ed883a167412d1269294aa75230e292f3065bf,10580000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,10.58,0x2b2c9a3b1877beb45e6d851787d730f4d90d2056eb80d957a8ba630618ae2165,1719705875,2024-06-30 00:04:35+00:00
pudgypenguins,1115,sale,,ethereum,,1719360779,2024-06-26T00:12:59+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x13fb8e9df53dde6fb1a4018b3bd76e7f170933c3,8420000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.42,0x029393d16356a384d97e56684ed6cee9e29a7eaed8b1d4c3550940b08a05ae51,1719360779,2024-06-26 00:12:59+00:00
pudgypenguins,1115,sale,,ethereum,,1719358379,2024-06-25T23:32:59+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x88011e1e335e4dde0eb0dc37d23c57bdd00c543e,8420000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.42,0x1c2572858c93f04041e38f886568a2146e922d85edea94167b14c237c6eae5de,1719358379,2024-06-25 23:32:59+00:00
pudgypenguins,1115,sale,0xdf08048bd9c000f591aff7ff67ba8f280228d917062e8fc74744400813cb2ef1,ethereum,0x0000000000000068f116a894984e2db1123eb395,1719347639,2024-06-25T20:33:59+00:00Z,1,0x2bfb143156c452d9c586b4cecc218ad77ea72f95,0x5b468edb7688e9ae6c1fa5a6d2debbef06e92907,8297800000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.2978,0x1ef091805bd89eedd9b2e16925d34c663635341ac88cdc5e9ce278efedec6548,1719347639,2024-06-25 20:33:59+00:00
pudgypenguins,1349,sale,,ethereum,,1742484959,2025-03-20T15:35:59+00:00Z,1,0x1fee3385b22d69e93209db2042be58fcac57b59b,0x29469395eaf6f95920e59f858042f0e28d98a20b,10159000000000000000,0x0000000000000000000000000000000000000000,18,ETH,10.159,0xbbeb8dd259423002878e694b3bea4a46bc66fc80a3c483335690e0f1eb2bed38,1742484959,2025-03-20 15:35:59+00:00
pudgypenguins,1349,sale,,ethereum,,1741434611,2025-03-08T11:50:11+00:00Z,1,0x3c03f4ca78c7ccc5622a07ed7a56f5d44a3c4e6a,0x1fee3385b22d69e93209db2042be58fcac57b59b,9610000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.61,0xf7d4e3a55dba324f992a59cf30ae117c5d172cd5341cb2758916de80a1abce03,1741434611,2025-03-08 11:50:11+00:00
pudgypenguins,1349,sale,,ethereum,,1740535139,2025-02-26T01:58:59+00:00Z,1,0x1992a41693310eb9434b5e3ecb564f4739fcc677,0x29469395eaf6f95920e59f858042f0e28d98a20b,8762856571428573000,0x0000000000000000000000000000000000000000,18,ETH,8.762856571428573,0xf76b7995b68393f152c4a0226fafbc8834feb5be57a341f54b9fab1181f7490d,1740535139,2025-02-26 01:58:59+00:00
pudgypenguins,1349,sale,,ethereum,,1740533567,2025-02-26T01:32:47+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x1992a41693310eb9434b5e3ecb564f4739fcc677,8640000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.64,0x1742b2dcf4a3e65b11a466811b832ad0ecd722840bc41502463f3e6a9decaaba,1740533567,2025-02-26 01:32:47+00:00
pudgypenguins,1349,sale,,ethereum,,1733369039,2024-12-05T03:23:59+00:00Z,1,0x56a355dc85c5a11aa093a1a28494b01e5295f54a,0x3aed78197937942260928311b077965f803ac9f8,14760000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,14.76,0x76da3976fc75f74638457ed610b1a88a6dd48656679ede420a55d82df1bfa45a,1733369039,2024-12-05 03:23:59+00:00
pudgypenguins,1396,sale,0xb8bade28b3d9332713e9d2434c7fb83355c016d54be9244f7c746564abefdbb1,ethereum,0x0000000000000068f116a894984e2db1123eb395,1742514539,2025-03-20T23:48:59+00:00Z,1,0x83e7322328d902940c490634396860d875e448c2,0x08727a193f4996c3eb5e32433217f5933a40209c,9600000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.6,0x8678d62222562c52023e4b91fe168cc407e3c1c065c8d565227a612e9035bde5,1742514539,2025-03-20 23:48:59+00:00
pudgypenguins,1396,sale,,ethereum,,1741167611,2025-03-05T09:40:11+00:00Z,1,0xf7a0153f7a1c9bd7abf9934cb09a2643859642df,0x1ea27bce786a81022dfc156059771e8d3279a9a6,9380000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.38,0xd8a14afd8a9e83e173fab376da176abbdb5302b2d5312406f1fbcb55cf055237,1741167611,2025-03-05 09:40:11+00:00
pudgypenguins,1396,sale,0xfd61854d2e4473db5a32cc8aaecbb0f86485878979aa7e21f9ad39f80fb42898,ethereum,0x0000000000000068f116a894984e2db1123eb395,1739716583,2025-02-16T14:36:23+00:00Z,1,0xff73ba7289259b1164d9b21dc89baa6616b2f03b,0x82f2386030f456a96f8caf520acfac1331a19ece,9260000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.26,0x893b05c9eb4973c12dad402ce88ba01072d000ec584e614f58061b52b9204ffb,1739716583,2025-02-16 14:36:23+00:00
pudgypenguins,1396,sale,0x211065ea9c8b2c22295cba8b2670fd8271ac2373740c7cd78b0121f0b3fb35bc,ethereum,0x0000000000000068f116a894984e2db1123eb395,1739716511,2025-02-16T14:35:11+00:00Z,1,0x6ac625d107ceee595a35c464ed4c113cdbf20fed,0xff73ba7289259b1164d9b21dc89baa6616b2f03b,9290000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.29,0x32b83b26bc4406262b82696176cc336cdd519a48d8cd8187b4282b332abc66d5,1739716511,2025-02-16 14:35:11+00:00
